序号,ID,标题,类型标签,网盘类目,年份,模块,是否已提取百度链接,转存状态,提取码,解压密码,云桥链接,百度链接,备注
1490,47425,Houdini VEX初学者课程,Houdini教程,Houdini教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=NnJIREFYM3Foa3ZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1491,47331,3D Coat中的功能性车辆设计课程,综合教程,综合教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=SlN1ck9oT3RuN0hTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1492,47319,一边做一边学Python：通过100个项目提升你的编程技能,软件教程,软件教程,2024以后,未分类,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=SVJhcHZDNDhRV3pTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1493,47315,Python编程精通：解锁编码的力量,软件教程,软件教程,2024以后,未分类,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=VkRORnJDWmZLVkxTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1494,47303,CG影视角色制作视频教程 Character Asset Creation for Cinematics Vol. 1,模型教程、视频教程,综合教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=Ry80SmZSNG9HSm5TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1495,47300,CG角色全流程制作-重现古埃及国王阿肯那顿3D肖像视频教程,模型教程、视频教程,综合教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=YnJoa2lDZzBEZ3pTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1496,47283,掌握Python中的车辆路线规划问题,软件教程,软件教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=Y3JLV01QSlFHdy9TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1497,47279,Adob​​e Photoshop和Creative Cloud中利用AI提高创作效率,Photoshop教程,Photoshop教程,2024以后,未分类,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=T0JVdU1TLzB0NW5TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1498,47258,在Godot 4中创建一个专用服务器的多人射击游戏,综合教程,综合教程,2024以后,未分类,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=Q3JxYXNOVHNhRVBTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1499,47206,终极Lightroom修饰技术：提升照片质量，追求个性表达,综合教程,综合教程,2024以后,未分类,无,pending,YQ11231,yunqiaonet,https://www.yunqiaonet.com/goto?down=L3AvRVdXN0dLbkxTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1500,47199,Adobe Premiere Pro初学者指南-从零开始编辑视频,视频教程,视频教程,2024以后,教程课程,无,pending,YQ11229,yunqiaonet,https://www.yunqiaonet.com/goto?down=d3UvQnZYcWp3bXZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1501,47197,在Autodesk Maya中学习基础3D动画视频课程,视频教程、Maya教程,Maya教程,2024以后,教程课程,无,pending,YQ11228,yunqiaonet,https://www.yunqiaonet.com/goto?down=TFVTUHhlMXFackRTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1502,47168,图片无损放大工具 Topaz Gigapixel AI 8.0.0 MacOS,软件教程,软件教程,2024以后,软件插件,无,pending,YQ11222,yunqiaonet,https://www.yunqiaonet.com/goto?down=YnYwUmtJQy9QNjJsWEJqemh4b2tmWjhEMVdhRDdIT1A,,待补链接
1503,47166,Godot 2D游戏开发入门到精通视频课程,视频教程,视频教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=cC9MMjV6QzBDUEhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1504,47143,Python应用开发大师班：从入门到精通的应用开发训练营,软件教程,软件教程,2024以后,教程课程,无,pending,YQ11213,yunqiaonet,https://www.yunqiaonet.com/goto?down=QlJ0VG8wUVdLeWpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1505,47130,AE跟踪2D到3D动态图形制作视频教程,视频教程,视频教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=cC85L3hxVzFrRmZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1506,47120,Python算法大师课程：高效编码与问题解决技能,软件教程,软件教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=UjdnL08yT0pWRERTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1507,47114,Substance Painter高级纹理制作技巧：打造游戏级资产的专业指南,贴图教程、模型教程、Substance教程,Substance教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=UW1oUnR3VHpIczdTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1508,47112,掌握CG生物创作：从零开始打造逼真生物 Master Cg Creature Creation,综合教程,综合教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=YS9wQ3Y4NUlvK0xTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1509,47109,Substance Designer教程-探索科幻材料的创建方法,Substance教程,Substance教程,2024以后,教程课程,无,pending,YQ11201,yunqiaonet,https://www.yunqiaonet.com/goto?down=SVN5K2p5eUROdS9TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1510,47102,如何在Godot游戏引擎中制作复古风格的3D FPS游戏,综合教程,综合教程,2024以后,未分类,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=OFdtdEYzb3oxc1BTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1511,47097,JixiPix Chromatic Edges：为您创建复古艺术风格的照片处理工具,软件教程,软件教程,2024以后,软件插件,无,pending,YQ11199,yunqiaonet,https://www.yunqiaonet.com/goto?down=Nk9lOEltVmpSMjJsWEJqemh4b2tmWjhEMVdhRDdIT1A,,待补链接
1512,47095,Python编程语言入门课程介绍,软件教程,软件教程,2024以后,教程课程,无,pending,YQ11198,yunqiaonet,https://www.yunqiaonet.com/goto?down=NDlDRFFmOXpaMHpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1513,47091,首席架构师Premier X16：专业家居设计软件,软件教程,软件教程,2024以后,软件插件,无,pending,YQ11197,yunqiaonet,https://www.yunqiaonet.com/goto?down=STNZWFlsOHJLdEtsWEJqemh4b2tmWjhEMVdhRDdIT1A,,待补链接
1514,47089,Topaz Gigapixel AI：美丽的照片放大，超越传统界限,综合教程,综合教程,2024以后,未分类,无,pending,YQ11195,yunqiaonet,https://www.yunqiaonet.com/goto?down=QkY4T2FQTENGYm1sWEJqemh4b2tmWjhEMVdhRDdIT1A,,待补链接
1515,47078,Maya 3D建模初学者视频教程,模型教程、视频教程、Maya教程,Maya教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=UmsvNkZNQ2pQWUhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1516,47074,3D艺术家的全能创作软件 Marmoset Toolbag 5.00 x64,软件教程,软件教程,2024以后,软件插件,无,pending,YQ11188,yunqiaonet,https://www.yunqiaonet.com/goto?down=QUloRW9JVTFyb3lsWEJqemh4b2tmWjhEMVdhRDdIT1A,,待补链接
1517,47072,应用计算机视觉：物体检测与识别视频课程,视频教程,视频教程,2024以后,教程课程,无,pending,YQ11187,yunqiaonet,https://www.yunqiaonet.com/goto?down=bWhYeE9sVktBOGJTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1518,47065,Playwright基础与Python：开启自动化测试新篇章,软件教程,软件教程,2024以后,未分类,无,pending,YQ11183,yunqiaonet,https://www.yunqiaonet.com/goto?down=VnJRVFpESWZSWDNTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1519,47063,Python精通：DevOps、自动化及真实世界的应用案例,软件教程,软件教程,2024以后,教程课程,无,pending,YQ11182,yunqiaonet,https://www.yunqiaonet.com/goto?down=dkQzY2RPMXBqSG5TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1520,47059,掌握AI应用开发：OpenAI API集成、提示工程、函数调用与结构化输出,综合教程,综合教程,2024以后,教程课程,无,pending,YQ11180,yunqiaonet,https://www.yunqiaonet.com/goto?down=Z3FYZnRMaDNTeTNTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1521,47057,在Godot中实现战斗系统：攻击、屏挡、闪避和发射项目,综合教程,综合教程,2024以后,未分类,无,pending,YQ11179,yunqiaonet,https://www.yunqiaonet.com/goto?down=MTZwUVFmOFBBd0hTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1522,47055,探索Houdini的魅力：仅使用程序建模创建场景视频课程,模型教程、视频教程、Houdini教程,Houdini教程,2024以后,教程课程,无,pending,YQ11178,123yunqiaonet,https://www.yunqiaonet.com/goto?down=N3oydkduVjVEM2JTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1523,47043,为汽车渲染而设计的高清照明软件 Lightmap HDR Light Studio Automotive 破解版,软件教程,软件教程,2024以后,软件插件,无,pending,YQ11173,yunqiaonet,https://www.yunqiaonet.com/goto?down=NVhJRVJuQjd0QWlsWEJqemh4b2tmWjhEMVdhRDdIT1A,,待补链接
1524,47010,Substance Designer金属铁路纹理制作课程,贴图教程、Substance教程,Substance教程,2024以后,教程课程,无,pending,YQ11160,yunqiaonet,https://www.yunqiaonet.com/goto?down=K3k0TWthNkZIdFhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1525,47008,PyCharm IDE精通：高级调试与Python开发课程,软件教程,软件教程,2024以后,教程课程,无,pending,YQ11159,yunqiaonet,https://www.yunqiaonet.com/goto?down=aU00SmNZUDZuSXpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1526,47004,KeyShot材质掌控：创造与创意的高级课程,贴图教程,贴图教程,2024以后,教程课程,无,pending,YQ11158,yunqiaonet,https://www.yunqiaonet.com/goto?down=azVORnpEQk5qUC9TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1527,46993,精通纹理制作：在Substance Painter中制作Wilson网球包的完整指南,贴图教程、模型教程、Substance教程,Substance教程,2024以后,教程课程,无,pending,YQ11151,yunqiaonet,https://www.yunqiaonet.com/goto?down=ZWJkVnQ2OHRidlhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1528,46975,掌握Substance Painter：快速纹理制作与逼真材质创造课程,贴图教程、Substance教程,Substance教程,2024以后,教程课程,无,pending,YQ11145,yunqiaonet,https://www.yunqiaonet.com/goto?down=MUJTU3RTMzFlc3JTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1529,46923,掌握3ds Max中的AI渲染：适合各级别的CGI艺术家,3dsMax教程,3dsMax教程,2024以后,教程课程,无,pending,YQ11129,yunqiaonet,https://www.yunqiaonet.com/goto?down=ZUUzRmdFRXhlQXJTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1530,46891,Godot VFX游戏爆炸特效制作教程,合成教程,合成教程,2024以后,教程课程,无,pending,,yunqiaonet,,,待补链接
1531,46871,巫师3D角色全流程制作视频课程,模型教程、视频教程,综合教程,2024以后,教程课程,无,pending,YQ11115,yunqiaonet,https://www.yunqiaonet.com/goto?down=ZlQ5VlFZTEJweTNTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1532,46867,Blender三辅二课程-与Ulysse Verhasselt一起探索2D和3D的风格化环境,模型教程、Blender教程,Blender教程,2024以后,教程课程,无,pending,YQ11108,yunqiaonet,https://www.yunqiaonet.com/goto?down=cm85L01qNWRCK2pTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1533,46840,IIBM学院完整的数据科学与Python课程,软件教程,软件教程,2024以后,教程课程,无,pending,YQ11013,yunqiaonet,https://www.yunqiaonet.com/goto?down=STV5UTBzV3ROTXpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1534,46777,Python数据科学全面掌握课程,软件教程,软件教程,2024以后,教程课程,无,pending,YQ11089,yunqiaonet,https://www.yunqiaonet.com/goto?down=Z050OS9DcVkxcUhTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1535,46774,SOLIDWORKS基础知识：基于项目的学习方法,综合教程,综合教程,2024以后,教程课程,无,pending,YQ11085,yunqiaonet,https://www.yunqiaonet.com/goto?down=bmwxUXlSeUZ4WW5TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1536,46767,探索 3DEqualizer：专业运动镜头跟踪软件的魅力,软件教程,软件教程,2024以后,软件插件,无,pending,YQ11081,yunqiaonet,https://www.yunqiaonet.com/goto?down=MjVCc1dmeFROS0tsWEJqemh4b2tmWjhEMVdhRDdIT1A,,待补链接
1537,46763,Houdini模拟烟雾轨迹特效制作视频教程,合成教程、视频教程、Houdini教程,Houdini教程,2024以后,教程课程,无,pending,YQ11080,yunqiaonet,https://www.yunqiaonet.com/goto?down=bjczRFlTbzgydGJTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1538,46759,使用Chatgpt为初学者进行Python编程,AI教程、软件教程,综合教程,2024以后,未分类,无,pending,YQ11079,yunqiaonet,https://www.yunqiaonet.com/goto?down=bFkrblI0MkdhVXZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1539,46757,精通Substance Designer中的混凝土材质创建,贴图教程、Substance教程,Substance教程,2024以后,教程课程,无,pending,YQ11078,yunqiaonet,https://www.yunqiaonet.com/goto?down=aWZlMytXZEVGNy9TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1540,46750,Houdini火山喷发特效制作视频教程,合成教程、视频教程、Houdini教程,Houdini教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=eVlWRzZBOTVid3JTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1541,46672,3D弹药箱游戏资产模型制作视频课程,模型教程、视频教程,综合教程,2024以后,教程课程,无,pending,YQ11051,yunqiaonet,https://www.yunqiaonet.com/goto?down=Sk8yRWpBVFMzOWZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1542,46667,使用Rhino Grasshopper建模3D图案,模型教程,模型教程,2024以后,未分类,无,pending,YQ11037,yunqiaonet,https://www.yunqiaonet.com/goto?down=SENkR1ZHbVFiblRTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1543,46665,人人可用的家居设计软件 Cadsoft Envisioneer Construction 17.0.C1 x64,软件教程,软件教程,2024以后,软件插件,无,pending,YQ11036,yunqiaonet,https://www.yunqiaonet.com/goto?down=MTNrYW1rTVlQTHFsWEJqemh4b2tmWjhEMVdhRDdIT1A,,待补链接
1544,46650,VFX视觉效果制作解决方案 Foundry Nuke Studio 15.1v3 Mac,合成教程、Nuke教程,Nuke教程,2024以后,软件插件,无,pending,YQ11030,yunqiaonet,https://www.yunqiaonet.com/goto?down=cTR6RTAzYk5WNzdTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1545,46643,Rhinoceros：以NURBS为基础的3D建模软件,软件教程、模型教程,综合教程,2024以后,软件插件,无,pending,YQ11027,yunqiaonet,https://www.yunqiaonet.com/goto?down=bFNzN29yRGxaSG5TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1546,46639,在Autodesk Maya中创造毛发、羽毛及更多的全新体验 PeregrineLabs Yeti 5.2.7,Maya教程,Maya教程,2024以后,未分类,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=NGVNc1lKekovcW5TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1547,46637,强大的Katana阿诺德渲染器插件 Solid Angle Katana to Arnold 4.3.4.0 Win/Linux,软件教程,软件教程,2024以后,软件插件,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=bjZKcnpZREYvWkdsWEJqemh4b2tmWjhEMVdhRDdIT1A,,待补链接
1548,46602,从基础到高级逐步掌握Python编程教程,软件教程,软件教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=VlZkN2p2eWl6ZFRTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1549,46595,探索Houdini 20.5的GPU加速材料点方法 (MPM) 解算器,Houdini教程,Houdini教程,2024以后,未分类,无,pending,YQ11002,yunqiaonet,https://www.yunqiaonet.com/goto?down=OHJYWE9hVTdWSHpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1550,46593,Enscape：实时渲染的革命性工具,软件教程,软件教程,2024以后,软件插件,无,pending,YQ11001,yunqiaonet,https://www.yunqiaonet.com/goto?down=R2pWTHROU3JNL2VsWEJqemh4b2tmWjhEMVdhRDdIT1A,,待补链接
1551,46591,Substance Designer瓷砖破损材质制作教程,贴图教程、Substance教程,Substance教程,2024以后,教程课程,无,pending,YQ11000,yunqiaonet,https://www.yunqiaonet.com/goto?down=YVZjMjY3RGdPQWpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1552,46589,学习2D游戏编码基础与像素艺术创作,综合教程,综合教程,2024以后,教程课程,无,pending,YQ10999,yunqiaonet,https://www.yunqiaonet.com/goto?down=MTAvNEdyMWNndExTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1553,46583,动漫角色设计与渲染课程,模型教程,模型教程,2024以后,教程课程,无,pending,YQ10995,yunqiaonet,https://www.yunqiaonet.com/goto?down=Um85SVBKb0t6WFBTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1554,46581,漫画书科幻角色设计视频教程,模型教程、视频教程,综合教程,2024以后,教程课程,无,pending,YQ10993,yunqiaonet789,https://www.yunqiaonet.com/goto?down=cDJPdFJFSklTSG5TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1555,46555,3D斧枪建模与渲染教程,模型教程,模型教程,2024以后,教程课程,无,pending,YQ10977,yunqiaonet,https://www.yunqiaonet.com/goto?down=UGkzcEpXeVVtMXJTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1556,46551,PS概念艺术数字绘画奇幻和科幻武器课程,模型教程、Photoshop教程,Photoshop教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=K001T3hlV2xSZlRTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1557,46549,Lightroom Classic：技巧与快速修复,综合教程,综合教程,2024以后,教程课程,无,pending,YQ10976,yunqiaonet,https://www.yunqiaonet.com/goto?down=UXpBVmdjY0EyMXpTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1558,46540,Unity Technologies SpeedTree Modeler Enterprise 10.0.0 for MacOS 引领植物建模的新时代,软件教程、Unity教程、模型教程,综合教程,2024以后,软件插件,无,pending,YQ10971,yunqiaonet,https://www.yunqiaonet.com/goto?down=MXZ5bE0yM2tIZkRTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1559,46518,Rhino CAD珠宝设计入门课程,综合教程,综合教程,2024以后,教程课程,无,pending,YQ10965,yunqiaonet,https://www.yunqiaonet.com/goto?down=Z0I0d1lRWlVHTkRTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1560,46516,Python编程基础全面案例研究课程,软件教程,软件教程,2024以后,教程课程,无,pending,YQ10963,yunqiaonet123,https://www.yunqiaonet.com/goto?down=RVFFNU1keHc0Y1hTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1561,46514,从3DS Max到Meta Quest：使用Unreal Engine的逐步指南,UE教程、3dsMax教程,3dsMax教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=UjUwWU9MbW13elBTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1562,46506,3Ds MAX与Phoenix FD火焰与烟雾特效模拟大师课程,合成教程、3dsMax教程,3dsMax教程,2024以后,教程课程,无,pending,YQ10959,yunqiaonet,https://www.yunqiaonet.com/goto?down=S1dnN1l0Nnh2L0hTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1563,46488,防爆机甲与宇宙骑士概念角色设计视频教程,模型教程、视频教程,综合教程,2024以后,教程课程,无,pending,YQ10953,yunqiaonet789,https://www.yunqiaonet.com/goto?down=M3FRU0VpN1VWTS9TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1564,46462,Photoshop中的数字绘画：界面、工具、提示和技术学习课程,Photoshop教程,Photoshop教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=N2d4WUlIY3ZJeWJTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1565,46460,Python中的卷积神经网络：CNN 计算机视觉课程,AI教程、软件教程,综合教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=dGQwci90WG5ZOUxTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1566,46458,计算机视觉：Python中的人脸识别快速入门课程,软件教程,软件教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=RWhUdnJ6anM3cy9TYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1567,46446,使用Python和Tkinter构建经典的PONG游戏视频教程,视频教程、软件教程,综合教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=K1FrNFZHWFlFbGJTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1568,46442,从零开始学Python初级课程,软件教程,软件教程,2024以后,教程课程,无,pending,,yunqiaonet,https://www.yunqiaonet.com/goto?down=bFl2VDZXRlFmM0RTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1569,46426,视频智能清晰Nuke插件 Pixelmania NNSuperResolution v4.0.0 for Nuke 15,视频教程、Nuke教程,Nuke教程,2024以后,软件插件,无,pending,YQ10925,yunqiaonet,https://www.yunqiaonet.com/goto?down=RERTcTgycDZvQzNTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
1570,46394,风格化游戏模型制作流程视频教程,模型教程、视频教程,综合教程,2024以后,教程课程,无,pending,YQ10915,yunqiaonet123,https://www.yunqiaonet.com/goto?down=OXRUSFNSMWFVZnZTYW42ZmYwYjdiRk80WWExWEJtWVk,,待补链接
